year,make,model,trim,body,transmission,vin,branch,condition,odometer,color,interior,seller,marketprice,sellingprice,saledate
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew2eda07963,BALIKPAPAN,22.0,13873.0,white,gray,midway hfc fleet/ars,434300000.0,395600000.0,Thu Jan 22 2018 04:00:00 GMT-0800 (PST)
2011,Volkswagen,CC,Sport PZEV,Sedan,automatic,wvwmp7an5be710260,SURABAYA,37.0,70714.0,blue,beige,bmw of mount laurel,190812500.0,206400000.0,Wed Jan 14 2018 09:30:00 GMT-0800 (PST)
2015,,,,,automatic,3gnal3ek8fs502741,MEDAN,4.0,13091.0,red,gray,gm remarketing,385925000.0,404200000.0,Thu Mar 05 2018 03:00:00 GMT-0800 (PST)
2011,Infiniti,EX,EX35,SUV,,jn1aj0hrxbm852097,MEDAN,42.0,25606.0,white,beige,nissan infiniti lt,511700000.0,483750000.0,Wed Feb 04 2019 01:30:00 GMT-0800 (PST)
2014,MINI,Cooper Paceman,Base,Hatchback,manual,wmwss1c54ewn46673,BALIKPAPAN,46.0,12194.0,white,—,bmw mini north america,405275000.0,365500000.0,Tue Dec 30 2019 14:00:00 GMT-0800 (PST)
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kc8eba71629,SURABAYA,49.0,14225.0,gray,gray,ars/enterprise,503100000.0,516000000.0,Tue Jan 06 2019 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa4df273897,BALIKPAPAN,38.0,39354.0,silver,gray,enterprise veh exchange/rental,280575000.0,283800000.0,Thu Feb 19 2018 01:20:00 GMT-0800 (PST)
2008,Chevrolet,Equinox,LT,SUV,automatic,2cndl43f586069331,MEDAN,42.0,90802.0,silver,gray,valley national bank,166087500.0,163400000.0,Tue Mar 03 2018 01:30:00 GMT-0800 (PST)
2014,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ag6eu820276,BALIKPAPAN,39.0,8419.0,—,gray,donlen corporation,455800000.0,451500000.0,Thu Feb 19 2018 04:00:00 GMT-0800 (PST)
2010,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5e06af174733,SURABAYA,19.0,127819.0,white,black,cameron motor sports,118787500.0,98900000.0,Thu Feb 12 2019 02:00:00 GMT-0800 (PST)
2007,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a4fy58b57t603023,BALIKPAPAN,28.0,138427.0,gray,gray,gm financial,36550000.0,36550000.0,Wed Feb 25 2018 02:00:00 GMT-0800 (PST)
2005,Lexus,ES 330,Base,Sedan,automatic,jthba30gx55084681,BALIKPAPAN,36.0,120198.0,blue,tan,adcock brothers inc,156950000.0,139750000.0,Fri Feb 20 2018 01:00:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c54ct262142,SURABAYA,39.0,36418.0,blue,black,bmw mini financial services,251550000.0,236500000.0,Wed May 27 2018 03:00:00 GMT-0700 (PDT)
2013,Ford,F-150,XLT,supercab,,1ftex1emxdfa32427,MEDAN,36.0,75515.0,brown,beige,wheels exchange llc,413875000.0,425700000.0,Tue Jun 02 2019 05:00:00 GMT-0700 (PDT)
2009,Hyundai,Genesis,3.8,sedan,automatic,kmhgc46e89u043566,BALIKPAPAN,42.0,96256.0,black,tan,moore automotive group,240800000.0,234350000.0,Thu Jun 11 2019 05:00:00 GMT-0700 (PDT)
2012,Mazda,MX-5 Miata,Sport,Convertible,manual,jm1nc2jf9c0220348,MEDAN,45.0,24966.0,red,black,fusion auto finance llc,269825000.0,318200000.0,Fri Feb 06 2018 01:00:00 GMT-0800 (PST)
2006,Ford,Explorer,Eddie Bauer,SUV,automatic,1fmeu64846ub03593,SURABAYA,36.0,180249.0,burgundy,gray,credit acceptance corp/vrs/southfield,48912500.0,49450000.0,Thu Mar 05 2019 01:00:00 GMT-0800 (PST)
2013,Ford,Escape,SE,SUV,automatic,1fmcu0g97dua41595,BALIKPAPAN,36.0,62978.0,black,black,dollar thrifty auto group,278425000.0,260150000.0,Wed May 27 2018 02:30:00 GMT-0700 (PDT)
2012,Cadillac,CTS,Base,Sedan,automatic,1g6dc5e56c0126249,JAKARTA,41.0,29283.0,silver,black,texas auto brokers,414950000.0,406350000.0,Wed Feb 11 2018 02:00:00 GMT-0800 (PST)
2011,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h72bb044994,JAKARTA,47.0,100536.0,white,gray,auto sails inc,316050000.0,354750000.0,Tue Jan 27 2018 08:00:00 GMT-0800 (PST)
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd6cu152402,MEDAN,37.0,25162.0,blue,tan,hyundai motor finance,392375000.0,361200000.0,Wed Dec 17 2019 10:30:00 GMT-0800 (PST)
2012,Nissan,Pathfinder,SV,suv,automatic,5n1ar1nn5cc607790,MEDAN,42.0,34065.0,gray,black,nissan-infiniti lt,382700000.0,413875000.0,Tue Jun 16 2019 05:30:00 GMT-0700 (PDT)
2014,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c55ewr37616,SURABAYA,5.0,6142.0,white,black,datura auto sales and rentals,400975000.0,494500000.0,Tue Jan 20 2018 01:30:00 GMT-0800 (PST)
2003,,,,,automatic,1fmyu931x3ke17923,SURABAYA,19.0,174377.0,black,gray,gateway financial services,37087500.0,10750000.0,Thu Jun 11 2018 07:00:00 GMT-0700 (PDT)
2005,Volvo,S80,2.5T,Sedan,automatic,yv1ts592351408531,JAKARTA,42.0,118467.0,beige,beige,san antonio dodge chrysler jeep,77400000.0,51600000.0,Wed Feb 18 2019 02:05:00 GMT-0800 (PST)
2005,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s952189474,JAKARTA,35.0,95148.0,black,beige,boykin motors of johnston co inc,75250000.0,118250000.0,Mon May 25 2018 02:30:00 GMT-0700 (PDT)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar9bm409630,JAKARTA,42.0,63453.0,red,black,nissan infiniti lt,342925000.0,356900000.0,Wed Feb 25 2019 02:30:00 GMT-0800 (PST)
2012,Toyota,RAV4,Base,SUV,automatic,jtmkf4dv4c5044191,SURABAYA,49.0,30101.0,silver,gray,world omni financial corporation,328950000.0,354750000.0,Mon Dec 22 2018 09:30:00 GMT-0800 (PST)
2013,Dodge,Charger,SE,Sedan,automatic,2c3cdxbgxdh539204,JAKARTA,43.0,29671.0,white,tan,remarketing by ge/ak&y enterprises inc,330025000.0,339700000.0,Thu Jan 22 2018 03:00:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,Touring,minivan,automatic,2c4gp54l65r337474,JAKARTA,21.0,182511.0,black,gray,first community credit union,30100000.0,43000000.0,Tue Jun 09 2019 04:00:00 GMT-0700 (PDT)
2012,Nissan,Rogue,S,suv,automatic,jn8as5mv4cw404068,JAKARTA,49.0,34774.0,white,black,nissan-infiniti lt,354750000.0,387000000.0,Wed Jun 03 2019 02:00:00 GMT-0700 (PDT)
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap7cl690949,SURABAYA,36.0,45469.0,black,gray,nissan-infiniti lt,203175000.0,195650000.0,Thu May 21 2019 03:00:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h74er138421,BALIKPAPAN,36.0,42135.0,gray,black,ars/avis budget group,307450000.0,309600000.0,Wed Jan 07 2019 10:00:00 GMT-0800 (PST)
2011,Kia,Sorento,Base,SUV,automatic,5xykt4a17bg125511,BALIKPAPAN,28.0,51050.0,beige,black,fifth third bank,252625000.0,236500000.0,Wed Jan 21 2018 01:30:00 GMT-0800 (PST)
2011,Chrysler,200,Limited,Sedan,automatic,1c3bc2fg9bn571187,JAKARTA,27.0,76863.0,black,tan,rick hendrick city chevrolet,192425000.0,202100000.0,Wed May 27 2019 07:00:00 GMT-0700 (PDT)
2004,Chevrolet,Venture,LS,Minivan,automatic,1gndx03e14d175707,MEDAN,25.0,153461.0,silver,beige,dt credit corporation,30100000.0,32250000.0,Tue Mar 03 2018 03:00:00 GMT-0800 (PST)
2012,Mazda,CX-9,Touring,SUV,automatic,jm3tb3cv7c0350690,JAKARTA,39.0,53598.0,blue,black,jpmorgan chase bank n.a.,397750000.0,395600000.0,Fri Jan 23 2019 01:00:00 GMT-0800 (PST)
2008,Ford,Fusion,S,Sedan,automatic,3fahp06z88r188546,SURABAYA,26.0,178148.0,silver,beige,federal financial,39775000.0,43000000.0,Thu Feb 19 2018 01:20:00 GMT-0800 (PST)
2000,Ford,F-150,XLT,Extended Cab,automatic,1ftrx17w6ync16274,MEDAN,19.0,187902.0,red,gray,darcars ford,48912500.0,27950000.0,Tue Feb 03 2019 01:30:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,suv,automatic,2t2bk1ba1dc180448,JAKARTA,38.0,15341.0,silver,black,lexus financial services,715950000.0,709500000.0,Wed Jun 17 2019 02:30:00 GMT-0700 (PDT)
2007,Ford,Edge,SE,SUV,automatic,2fmdk36c37ba86732,JAKARTA,27.0,85400.0,gray,beige,honda of fort myers,169850000.0,150500000.0,Wed Jan 28 2018 01:35:00 GMT-0800 (PST)
2006,Chevrolet,Avalanche,1500 LS,Crew Cab,automatic,3gnek12z16g138417,JAKARTA,,103741.0,silver,—,country auto mart llc,219300000.0,204250000.0,Wed Dec 17 2018 10:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,hatchback,automatic,1fadp3k24el191060,BALIKPAPAN,48.0,14019.0,gray,black,subaru of pembroke pines,271975000.0,258000000.0,Wed Jun 03 2019 02:35:00 GMT-0700 (PDT)
2006,Volkswagen,Jetta,TDI,Sedan,automatic,3vwdt71kx6m673642,JAKARTA,19.0,148373.0,silver,gray,tdaf remarketing,95137500.0,83850000.0,Tue Mar 03 2018 01:00:00 GMT-0800 (PST)
2014,Subaru,Outback,2.5i Premium PZEV,Wagon,automatic,4s4brbcc5e3304149,JAKARTA,42.0,7672.0,blue,beige,subaru of america,494500000.0,494500000.0,Thu Jan 15 2018 05:00:00 GMT-0800 (PST)
1997,Ford,Explorer,XL,SUV,,1fmdu32x3vua92668,MEDAN,19.0,213865.0,white,beige,dt inventory,11287500.0,8600000.0,Tue Feb 03 2019 01:30:00 GMT-0800 (PST)
2001,Jaguar,XJ-Series,Vanden Plas,Sedan,automatic,sajda24c31lf28991,MEDAN,24.0,70494.0,gray,—,faulkner honda used cars,75250000.0,70950000.0,Mon Feb 09 2019 04:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm715729,JAKARTA,44.0,15868.0,white,gray,nissan infiniti lt,494500000.0,524600000.0,Tue Jan 13 2019 09:30:00 GMT-0800 (PST)
2012,Honda,Crosstour,EX-L,Hatchback,automatic,5j6tf2h57cl006205,MEDAN,49.0,49287.0,blue,black,fairfield honda,392375000.0,399900000.0,Fri Mar 06 2019 01:00:00 GMT-0800 (PST)
2013,Ford,F-150,FX4,supercrew,automatic,1ftfw1et0dkd47646,BALIKPAPAN,48.0,141492.0,gray,gray,dean sellers ford,569750000.0,387000000.0,Thu Jun 04 2018 02:30:00 GMT-0700 (PDT)
2009,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcec23j59g111116,SURABAYA,21.0,98753.0,black,black,santander consumer,360125000.0,129000000.0,Wed Jul 01 2019 07:00:00 GMT-0700 (PDT)
2012,Toyota,Yaris,Fleet,Sedan,automatic,jtdbt4k32cl020767,BALIKPAPAN,38.0,47216.0,white,black,dt credit corporation,177375000.0,163400000.0,Wed Jan 07 2019 10:00:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,manual,wbaam3341ykc70542,SURABAYA,22.0,164838.0,blue,tan,nextgear capital,30637500.0,49450000.0,Tue Jan 20 2019 01:15:00 GMT-0800 (PST)
2007,Chevrolet,TrailBlazer,SS,SUV,automatic,1gnet13hx72275661,MEDAN,2.0,102459.0,black,black,remarketing by ge/trumark financial credit union,256925000.0,152650000.0,Wed Feb 25 2018 04:00:00 GMT-0800 (PST)
2003,Toyota,Corolla,S,sedan,automatic,1nxbr32e13z146439,BALIKPAPAN,19.0,164125.0,blue,gray,pat o'brien chevrolet west,59125000.0,56975000.0,Tue Jun 02 2019 02:30:00 GMT-0700 (PDT)
2008,Dodge,Grand Caravan,SXT,minivan,automatic,1d8hn54p28b129917,MEDAN,38.0,75288.0,white,black,remarketing by ge/drivetime,149962500.0,156950000.0,Wed Jun 03 2019 02:20:00 GMT-0700 (PDT)
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw5bg171089,SURABAYA,41.0,85568.0,white,tan,santander consumer,212850000.0,236500000.0,Thu Dec 18 2018 09:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e38d1204954,MEDAN,19.0,49167.0,gray,black,santander consumer,261225000.0,174150000.0,Thu Feb 19 2019 04:00:00 GMT-0800 (PST)
2012,Jeep,Wrangler,Sport,SUV,automatic,1c4gjwag9cl156695,MEDAN,35.0,51922.0,black,black,music city autoplex llc,384850000.0,397750000.0,Wed Dec 31 2019 10:20:00 GMT-0800 (PST)
2003,mercedes,cl55,amg,,automatic,wdbpj74j03a034489,BALIKPAPAN,,148136.0,white,gray,lewis page auto brokers,119862500.0,169850000.0,Thu Dec 18 2019 10:00:00 GMT-0800 (PST)
2008,Hyundai,Sonata,GLS,sedan,,5npet46c48h374292,SURABAYA,39.0,83509.0,gray,gray,trois-rivieres hyundai,102662500.0,96750000.0,Tue Jun 16 2018 03:00:00 GMT-0700 (PDT)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5cr306116,MEDAN,43.0,97154.0,gray,gray,american financial inc,165012500.0,150500000.0,Wed Feb 25 2018 05:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj5dm352705,JAKARTA,2.0,49133.0,silver,black,the hertz corporation,195112500.0,187071500.0,Wed Jun 03 2019 02:30:00 GMT-0700 (PDT)
2012,Nissan,Versa,1.6 S,Sedan,automatic,3n1cn7ap8cl836183,SURABAYA,36.0,89940.0,gray,black,don davis nissan inc,133837500.0,167700000.0,Wed Mar 04 2019 02:20:00 GMT-0800 (PST)
2005,Honda,Accord,DX,Sedan,automatic,1hgcm56135a081271,BALIKPAPAN,31.0,114641.0,gray,gray,select remarketing group llc/anderson financial,105887500.0,86000000.0,Thu Jan 15 2019 03:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk7cu075065,SURABAYA,37.0,62247.0,silver,black,toyota financial services,271975000.0,266600000.0,Thu May 21 2019 03:00:00 GMT-0700 (PDT)
2013,Ford,Explorer,Limited,SUV,automatic,1fm5k7f80dgc72417,SURABAYA,41.0,37559.0,red,black,avis corporation,543950000.0,546100000.0,Wed Jan 21 2019 02:15:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg4dr788257,JAKARTA,39.0,77294.0,blue,gray,fleet lease remarketing,218225000.0,245100000.0,Mon Mar 09 2019 02:30:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1cm936352,SURABAYA,37.0,29499.0,gray,black,nissan infiniti lt,460100000.0,481600000.0,Wed Jan 07 2018 10:30:00 GMT-0800 (PST)
2003,Volkswagen,Jetta,GLS,Sedan,manual,3vwsk69mx3m057297,MEDAN,27.0,180496.0,red,gray,automotive remarketing inc,33862500.0,19350000.0,Wed Mar 04 2018 05:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa5ap3dc828628,MEDAN,43.0,53641.0,white,black,the hertz corporation,306375000.0,318200000.0,Wed Jun 03 2019 04:30:00 GMT-0700 (PDT)
2007,Chevrolet,Tahoe,LS,SUV,automatic,1gnfk13027r171867,BALIKPAPAN,27.0,87190.0,black,black,jack pfister autos,312825000.0,294550000.0,Fri Feb 13 2019 01:00:00 GMT-0800 (PST)
2009,Dodge,Ram Pickup 2500,Laramie,Mega Cab,automatic,3d7ks29l39g545619,BALIKPAPAN,41.0,111390.0,white,tan,southern trust auto group llc,589100000.0,623500000.0,Tue May 26 2018 02:30:00 GMT-0700 (PDT)
2003,BMW,3 Series,325i,Sedan,automatic,wbaev33493kl86849,BALIKPAPAN,19.0,151026.0,black,beige,nextgear capital,56437500.0,43000000.0,Tue Dec 23 2019 13:00:00 GMT-0800 (PST)
2013,BMW,3 Series,328i xDrive,Sedan,,wba3b5c56df593861,SURABAYA,25.0,30714.0,black,black,richards motorcars inc,556850000.0,537500000.0,Fri Feb 27 2018 01:00:00 GMT-0800 (PST)
2005,Jeep,Liberty,Sport,SUV,,1j4gl48k05w534567,BALIKPAPAN,26.0,121503.0,blue,gray,355 toyota,90837500.0,79550000.0,Tue Mar 10 2018 02:30:00 GMT-0700 (PDT)
2012,Volkswagen,GTI,PZEV,Hatchback,automatic,wvwhd7aj2cw210401,SURABAYA,19.0,14644.0,—,black,vw credit  inc,436450000.0,339700000.0,Wed Feb 04 2018 01:30:00 GMT-0800 (PST)
2012,Honda,CR-V,EX-L,suv,,5j6rm4h79cl078505,SURABAYA,4.0,47064.0,red,gray,alans autos,420325000.0,408500000.0,Fri Jun 19 2019 02:00:00 GMT-0700 (PDT)
2009,Saturn,Aura,XE,Sedan,automatic,1g8zs57b79f100915,JAKARTA,,109276.0,gray,—,tyson motor corporation,91375000.0,83850000.0,Thu Dec 18 2018 14:00:00 GMT-0800 (PST)
2013,Ford,Edge,SE,suv,automatic,2fmdk4gc6dbc28832,JAKARTA,35.0,28268.0,—,black,ford motor credit company llc,392375000.0,365500000.0,Wed Jun 17 2018 03:30:00 GMT-0700 (PDT)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek2cm422184,SURABAYA,42.0,26870.0,gray,gray,nissan infiniti lt,473000000.0,455800000.0,Thu Jun 04 2019 04:00:00 GMT-0700 (PDT)
2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wddhf8jbxda683377,SURABAYA,4.0,10253.0,black,black,braman honda of palm beach,679400000.0,722400000.0,Thu Feb 12 2019 01:40:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k2xcl252281,MEDAN,41.0,79300.0,white,gray,ge fleet services for itself/servicer,172537500.0,182750000.0,Tue Mar 03 2019 05:10:00 GMT-0800 (PST)
2011,Honda,CR-V,EX,SUV,automatic,5j6re4h52bl092997,JAKARTA,45.0,27788.0,black,gray,kentland car co inc,347225000.0,363350000.0,Fri Feb 06 2019 01:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25x,g sedan,automatic,jn1dv6ar1cm730812,MEDAN,38.0,60604.0,blue,gray,nissan infiniti lt,326800000.0,318200000.0,Wed Jun 17 2018 02:30:00 GMT-0700 (PDT)
2007,Ford,Fusion,SE,Sedan,automatic,3fahp07zx7r193924,JAKARTA,24.0,115982.0,gray,black,td auto finance,90300000.0,51600000.0,Wed Feb 11 2019 01:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab2cn272504,BALIKPAPAN,27.0,48134.0,black,black,dt credit corporation,189200000.0,176300000.0,Thu Jan 22 2019 01:05:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb4e7382925,BALIKPAPAN,4.0,15497.0,silver,gray,gm remarketing,291325000.0,288100000.0,Thu Mar 05 2018 03:00:00 GMT-0800 (PST)
2003,Saturn,VUE,Base,SUV,automatic,5gzcz33d23s882119,SURABAYA,2.0,154418.0,brown,tan,liquidation llc,23112500.0,6450000.0,Wed Jan 21 2019 06:30:00 GMT-0800 (PST)
2012,Ford,Explorer,Limited,SUV,automatic,1fmhk8f86cga72174,MEDAN,35.0,74168.0,white,brown,ford motor credit company llc,468700000.0,434300000.0,Thu May 28 2018 03:00:00 GMT-0700 (PDT)
2012,Honda,Civic,Si,Sedan,manual,2hgfb6e54ch701279,MEDAN,41.0,11203.0,—,gray,ahfc/honda lease trust/hvt  inc. eot,318200000.0,346150000.0,Wed Jan 28 2018 01:30:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,Sedan,,3fa6p0hd7er346198,MEDAN,48.0,18572.0,black,black,ford motor company of canada,402050000.0,406350000.0,Tue Feb 10 2019 02:00:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc0dba98369,BALIKPAPAN,41.0,56035.0,silver,black,t & k enterprises of mt airy inc,403125000.0,397750000.0,Tue Feb 10 2019 02:00:00 GMT-0800 (PST)
2013,Honda,CR-V,EX-L,suv,automatic,2hkrm4h71dh646032,SURABAYA,43.0,44640.0,gray,gray,honda of america manufacturing,449350000.0,462250000.0,Thu Jun 11 2019 03:00:00 GMT-0700 (PDT)
2006,Ford,Expedition,Limited,SUV,automatic,1fmfu20576la29911,SURABAYA,29.0,117125.0,black,tan,sullivan auto group llc,135987500.0,178450000.0,Tue Mar 03 2018 02:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,sedan,automatic,4t4bf3ek3br152628,JAKARTA,42.0,44516.0,black,gray,international motor car company,233275000.0,236500000.0,Thu Jun 11 2019 03:30:00 GMT-0700 (PDT)
2007,BMW,Z4,3.0i,Convertible,,4usbu33517lw71797,JAKARTA,41.0,20872.0,gray,blue,r hollenshead auto sales inc,361200000.0,349375000.0,Fri May 22 2018 02:00:00 GMT-0700 (PDT)
2010,Dodge,Grand Caravan,SE,Minivan,automatic,2d4rn4de7ar333733,JAKARTA,32.0,144545.0,white,gray,lease plan usa,116100000.0,107500000.0,Thu Jan 29 2019 02:00:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,,2c4rdgcg9dr798619,SURABAYA,35.0,67756.0,blue,black,ge fleet services for itself/servicer,255850000.0,258000000.0,Fri Jan 23 2018 01:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae3dh341431,MEDAN,41.0,39600.0,white,gray,enterprise veh exchange/rental,238650000.0,236500000.0,Wed Feb 04 2018 01:30:00 GMT-0800 (PST)
2014,Kia,Optima,EX,Sedan,automatic,5xxgn4a7xeg318605,BALIKPAPAN,45.0,12053.0,gray,tan,courtesy ford,399900000.0,395600000.0,Tue Mar 10 2018 02:00:00 GMT-0700 (PDT)
2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnec12098g135198,BALIKPAPAN,41.0,54650.0,red,beige,tdaf remarketing,468700000.0,520300000.0,Tue Mar 10 2018 02:00:00 GMT-0700 (PDT)
2014,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8jb6eg263465,MEDAN,36.0,27842.0,gray,black,sixt rent a car llc,675100000.0,664350000.0,Thu Mar 05 2018 03:00:00 GMT-0800 (PST)
2014,Chrysler,300,C,Sedan,automatic,2c3ccakg7eh201115,JAKARTA,3.0,17731.0,—,black,hertz corporation/gdp,488050000.0,477300000.0,Tue Jan 27 2018 04:30:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a59d7581044,SURABAYA,3.0,40265.0,gray,black,gm financial,209087500.0,227900000.0,Thu Dec 18 2019 09:45:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr350462,JAKARTA,38.0,81535.0,—,black,lease plan usa,195650000.0,206400000.0,Tue Feb 24 2018 02:00:00 GMT-0800 (PST)
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gt5es236548,MEDAN,4.0,26612.0,black,gray,enterprise vehicle exchange/dfw airport,462250000.0,462250000.0,Wed Feb 11 2019 02:15:00 GMT-0800 (PST)
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2cu151758,MEDAN,34.0,56992.0,black,tan,remarketing by ge/the credit union loan source,249400000.0,240800000.0,Tue Dec 30 2018 09:15:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcgxdr717286,MEDAN,38.0,53684.0,white,black,the hertz corporation,258000000.0,249400000.0,Wed Jun 03 2019 03:00:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar2cm978000,SURABAYA,38.0,27359.0,black,black,nissan infiniti lt,477300000.0,457950000.0,Mon Dec 22 2019 11:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i xDrive,Sedan,automatic,wbapl5g58bnn23290,BALIKPAPAN,43.0,43991.0,black,black,financial services remarketing (lease),481600000.0,541800000.0,Tue Feb 10 2019 04:15:00 GMT-0800 (PST)
2008,Pontiac,G8,GT,Sedan,automatic,6g2ec57y28l131325,BALIKPAPAN,19.0,92711.0,black,black,credit acceptance corp/vrs/southfield,260150000.0,238650000.0,Tue Feb 10 2019 05:10:00 GMT-0800 (PST)
2013,Scion,xB,Base,Wagon,,jtlze4fe3dj040273,MEDAN,21.0,37672.0,gray,black,world omni financial corporation,268750000.0,225750000.0,Tue Feb 10 2019 01:30:00 GMT-0800 (PST)
2012,Infiniti,EX,EX35,SUV,,jn1aj0hr5cm451364,SURABAYA,41.0,62131.0,black,brown,nissan infiniti lt,424625000.0,434300000.0,Thu May 28 2018 02:00:00 GMT-0700 (PDT)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a3xd6113380,JAKARTA,26.0,45121.0,black,tan,american car finance inc,189200000.0,146200000.0,Wed Feb 18 2019 04:30:00 GMT-0800 (PST)
2003,Nissan,Frontier,XE,King Cab,manual,1n6dd26tx3c441203,BALIKPAPAN,2.0,120232.0,beige,gray,edward colosimo auto sales,100512500.0,98900000.0,Tue Feb 10 2018 01:30:00 GMT-0800 (PST)
2001,Audi,A6,2.7T quattro,Sedan,automatic,waued64b11n054871,JAKARTA,19.0,75787.0,white,tan,hendrick lexus kansas city,60200000.0,58050000.0,Wed Jan 21 2019 02:30:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Convertible,,1zvbp8em1c5286492,BALIKPAPAN,37.0,72119.0,silver,black,northeast leasing,231125000.0,281650000.0,Wed Mar 04 2018 01:30:00 GMT-0800 (PST)
2012,Cadillac,SRX,Premium,suv,automatic,3gyfnce37cs660107,JAKARTA,38.0,69822.0,black,black,ars/ford-lincoln dealer program,462250000.0,516000000.0,Thu Jun 04 2019 03:30:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SE,sedan,automatic,1c3cdzab2dn624918,JAKARTA,27.0,52496.0,silver,black,the hertz corporation,203175000.0,208550000.0,Wed Jun 17 2019 03:00:00 GMT-0700 (PDT)
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18216s654513,JAKARTA,24.0,121836.0,blue,gray,credit acceptance corp/vrs/southfield,220375000.0,187050000.0,Thu Mar 05 2019 03:00:00 GMT-0800 (PST)
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdkk3dc1cs183225,JAKARTA,45.0,28538.0,black,gray,best auto wholesale,388075000.0,423550000.0,Fri Feb 13 2019 01:00:00 GMT-0800 (PST)
2000,Acura,TL,3.2,Sedan,automatic,19uua566xya010310,JAKARTA,21.0,171637.0,gold,beige,r k chevrolet inc,34937500.0,27950000.0,Thu Jan 29 2019 01:35:00 GMT-0800 (PST)
2013,Buick,Verano,Premium Group,sedan,automatic,1g4pt5sv7d4130315,SURABAYA,5.0,26966.0,black,black,gm financial leasing,330025000.0,354750000.0,Thu Jun 18 2019 02:30:00 GMT-0700 (PDT)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h90dub94306,BALIKPAPAN,47.0,51096.0,black,black,ford motor credit company llc,365500000.0,393450000.0,Thu Jan 22 2019 01:00:00 GMT-0800 (PST)
